cell_length,energy,E-dispersion
4.6724977492999997,-.16108393E+02,-1.33516
4.8724977492999999,-.17796290E+02,-1.13420
5.0724977493000001,-.18883870E+02,-0.96931
5.2724977493000003,-.19529867E+02,-0.83937
5.4724977493000004,-.19854829E+02,-0.74481
5.6724977492999997,-.19946678E+02,-0.68369
5.8724977492999999,-.19868938E+02,-0.65108
6.0724977493000001,-.19672297E+02,-0.63951
6.2724977493000003,-.19384662E+02,-0.63960
6.4724977493000004,-.19045121E+02,-0.66262
6.6724977492999997,-.18643926E+02,-0.67631
6.8724977492999999,-.18180144E+02,-0.66546
7.0724977493000001,-.17671229E+02,-0.63326
7.2724977493000003,-.17135658E+02,-0.58765
7.4724977493000004,-.16586808E+02,-0.53593
7.8724977492999999,-.15527200E+02,-0.46938
8.1724977492999997,-.15204499E+02,-0.87739
8.4724977493000004,-.15482734E+02,-1.86433
8.7724977492999994,-.15098542E+02,-2.16311
9.0724977493000001,-.14289494E+02,-2.00850
9.3724977493000008,-.13398776E+02,-1.74358
9.6724977492999997,-.12537066E+02,-1.47690
9.9724977493000004,-.11733529E+02,-1.23846
10.2724977492999994,-.10993079E+02,-1.03481
10.5724977493000001,-.10315701E+02,-0.86441
